date;state;country;confirmed
2020-03-20;no;Greece;495
2020-03-20;no;Grenada;0
2020-03-20;no;Guatemala;12
2020-03-20;no;Guinea;1
2020-03-20;no;Guinea-Bissau;0
2020-03-20;no;Guyana;7
2020-03-20;no;Haiti;2
2020-03-20;no;Holy See;1
2020-03-20;no;Honduras;24
2020-03-20;no;Hungary;85
2020-03-20;no;Iceland;409
2020-03-20;no;India;244
2020-03-20;no;Indonesia;369
2020-03-20;no;Iran;19644
2020-03-20;no;Iraq;208
2020-03-20;no;Ireland;683
2020-03-20;no;Israel;529
2020-03-20;no;Italy;47021
2020-03-20;no;Jamaica;16
2020-03-20;no;Japan;963
2020-03-20;no;Jordan;85
2020-03-20;no;Kazakhstan;49
2020-03-20;no;Kenya;7
2020-03-20;no;Korea, South;8652
2020-03-20;no;Kosovo;0
2020-03-20;no;Kuwait;159
2020-03-20;no;Kyrgyzstan;6
2020-03-20;no;Laos;0
2020-03-20;no;Latvia;111
2020-03-20;no;Lebanon;163
2020-03-20;no;Liberia;2
2020-03-20;no;Libya;0
2020-03-20;no;Liechtenstein;28
2020-03-20;no;Lithuania;49
2020-03-20;no;Luxembourg;484
2020-03-20;no;MS Zaandam;0
2020-03-20;no;Madagascar;3
2020-03-20;no;Malawi;0
2020-03-20;no;Malaysia;1030
2020-03-20;no;Maldives;13
2020-03-20;no;Mali;0
2020-03-20;no;Malta;64
2020-03-20;no;Mauritania;2
2020-03-20;no;Mauritius;12
2020-03-20;no;Mexico;164
2020-03-20;no;Moldova;66
2020-03-20;no;Monaco;11
2020-03-20;no;Mongolia;6
2020-03-20;no;Montenegro;14
2020-03-20;no;Morocco;77
2020-03-20;no;Mozambique;0
2020-03-20;no;Namibia;3
2020-03-20;no;Nepal;1
2020-03-20;no;Netherlands;2994
2020-03-20;no;New Zealand;39
2020-03-20;no;Nicaragua;1
2020-03-20;no;Niger;1
2020-03-20;no;Nigeria;12
2020-03-20;no;North Macedonia;67
2020-03-20;no;Norway;1914
2020-03-20;no;Oman;48
2020-03-20;no;Pakistan;501
2020-03-20;no;Panama;137
2020-03-20;no;Papua New Guinea;1
2020-03-20;no;Paraguay;13
2020-03-20;no;Peru;234
2020-03-20;no;Philippines;230
2020-03-20;no;Poland;425
2020-03-20;no;Portugal;1020
2020-03-20;no;Qatar;470
2020-03-20;no;Romania;308
2020-03-20;no;Russia;253
2020-03-20;no;Rwanda;17
2020-03-20;no;Saint Kitts and Nevis;0
2020-03-20;no;Saint Lucia;2
2020-03-20;no;Saint Vincent and the Grenadines;1
2020-03-20;no;San Marino;144
2020-03-20;no;Sao Tome and Principe;0
2020-03-20;no;Saudi Arabia;344
2020-03-20;no;Senegal;38
2020-03-20;no;Serbia;135
2020-03-20;no;Seychelles;7
2020-03-20;no;Sierra Leone;0
2020-03-20;no;Singapore;385
2020-03-20;no;Slovakia;137
2020-03-20;no;Slovenia;341
2020-03-20;no;Somalia;1
2020-03-20;no;South Africa;202
2020-03-20;no;South Sudan;0
2020-03-20;no;Spain;20410
2020-03-20;no;Sri Lanka;73
2020-03-20;no;Sudan;2
2020-03-20;no;Suriname;4
2020-03-20;no;Sweden;1639
2020-03-20;no;Switzerland;5294
2020-03-20;no;Syria;0
2020-03-20;no;Taiwan*;135
2020-03-20;no;Tanzania;6
2020-03-20;no;Thailand;322
2020-03-20;no;Timor-Leste;0
2020-03-20;no;Togo;9
2020-03-20;no;Trinidad and Tobago;9
2020-03-20;no;Tunisia;54
2020-03-20;no;Turkey;359
2020-03-20;no;US;19273
2020-03-20;no;Uganda;0
2020-03-20;no;Ukraine;29
2020-03-20;no;United Arab Emirates;140
2020-03-20;no;United Kingdom;3983
2020-03-20;no;Uruguay;94
2020-03-20;no;Uzbekistan;33
2020-03-20;no;Venezuela;42
2020-03-20;no;Vietnam;91
2020-03-20;no;West Bank and Gaza;47
2020-03-20;no;Western Sahara;0
2020-03-20;no;Yemen;0
2020-03-20;no;Zambia;2
2020-03-20;no;Zimbabwe;1
2020-03-21;Alberta;Canada;195
2020-03-21;Anguilla;United Kingdom;0
2020-03-21;Anhui;China;990
2020-03-21;Aruba;Netherlands;5
2020-03-21;Australian Capital Territory;Australia;9
2020-03-21;Beijing;China;504
2020-03-21;Bermuda;United Kingdom;2
2020-03-21;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-03-21;British Columbia;Canada;424
2020-03-21;British Virgin Islands;United Kingdom;0
2020-03-21;Cayman Islands;United Kingdom;3
2020-03-21;Channel Islands;United Kingdom;32
2020-03-21;Chongqing;China;576
2020-03-21;Curacao;Netherlands;3
2020-03-21;Diamond Princess;Canada;0
2020-03-21;Falkland Islands (Malvinas);United Kingdom;0
2020-03-21;Faroe Islands;Denmark;92
2020-03-21;French Guiana;France;18
2020-03-21;French Polynesia;France;15
2020-03-21;Fujian;China;303
2020-03-21;Gansu;China;134
2020-03-21;Gibraltar;United Kingdom;10
2020-03-21;Grand Princess;Canada;10
2020-03-21;Greenland;Denmark;2
2020-03-21;Guadeloupe;France;53
2020-03-21;Guangdong;China;1400
2020-03-21;Guangxi;China;254
2020-03-21;Guizhou;China;146
2020-03-21;Hainan;China;168
2020-03-21;Hebei;China;318
2020-03-21;Heilongjiang;China;484
2020-03-21;Henan;China;1273
2020-03-21;Hong Kong;China;273
2020-03-21;Hubei;China;67800
2020-03-21;Hunan;China;1018
2020-03-21;Inner Mongolia;China;75
2020-03-21;Isle of Man;United Kingdom;1
2020-03-21;Jiangsu;China;631
2020-03-21;Jiangxi;China;935
2020-03-21;Jilin;China;93
2020-03-21;Liaoning;China;126
2020-03-21;Macau;China;18
2020-03-21;Manitoba;Canada;18
2020-03-21;Martinique;France;32
2020-03-21;Mayotte;France;7
2020-03-21;Montserrat;United Kingdom;1
2020-03-21;New Brunswick;Canada;17
2020-03-21;New Caledonia;France;4
2020-03-21;New South Wales;Australia;436
2020-03-21;Newfoundland and Labrador;Canada;6
2020-03-21;Ningxia;China;75
2020-03-21;Northern Territory;Australia;3
2020-03-21;Northwest Territories;Canada;0
2020-03-21;Nova Scotia;Canada;21
2020-03-21;Ontario;Canada;377
2020-03-21;Prince Edward Island;Canada;2
2020-03-21;Qinghai;China;18
2020-03-21;Quebec;Canada;181
2020-03-21;Queensland;Australia;221
2020-03-21;Recovered;Canada;0
2020-03-21;Reunion;France;45
2020-03-21;Saint Barthelemy;France;3
2020-03-21;Saint Pierre and Miquelon;France;0
2020-03-21;Saskatchewan;Canada;26
2020-03-21;Shaanxi;China;248
2020-03-21;Shandong;China;764
2020-03-21;Shanghai;China;380
2020-03-21;Shanxi;China;133
2020-03-21;Sichuan;China;542
2020-03-21;Sint Maarten;Netherlands;1
2020-03-21;South Australia;Australia;67
2020-03-21;St Martin;France;4
2020-03-21;Tasmania;Australia;16
2020-03-21;Tianjin;China;137
2020-03-21;Tibet;China;1
2020-03-21;Turks and Caicos Islands;United Kingdom;0
2020-03-21;Victoria;Australia;229
2020-03-21;Western Australia;Australia;90
2020-03-21;Xinjiang;China;76
2020-03-21;Yukon;Canada;0
2020-03-21;Yunnan;China;176
2020-03-21;Zhejiang;China;1236
2020-03-21;no;Afghanistan;24
2020-03-21;no;Albania;76
2020-03-21;no;Algeria;139
2020-03-21;no;Andorra;88
2020-03-21;no;Angola;2
2020-03-21;no;Antigua and Barbuda;1
2020-03-21;no;Argentina;158
2020-03-21;no;Armenia;160
2020-03-21;no;Austria;2814
2020-03-21;no;Azerbaijan;53
2020-03-21;no;Bahamas;4
2020-03-21;no;Bahrain;305
2020-03-21;no;Bangladesh;25
2020-03-21;no;Barbados;6
2020-03-21;no;Belarus;76
2020-03-21;no;Belgium;2815
2020-03-21;no;Belize;0
2020-03-21;no;Benin;2
2020-03-21;no;Bhutan;2
2020-03-21;no;Bolivia;19
2020-03-21;no;Bosnia and Herzegovina;93
2020-03-21;no;Botswana;0
2020-03-21;no;Brazil;1021
2020-03-21;no;Brunei;83
2020-03-21;no;Bulgaria;163
2020-03-21;no;Burkina Faso;64
2020-03-21;no;Burma;0
2020-03-21;no;Burundi;0
2020-03-21;no;Cabo Verde;3
2020-03-21;no;Cambodia;53
2020-03-21;no;Cameroon;27
2020-03-21;no;Central African Republic;3
2020-03-21;no;Chad;1
2020-03-21;no;Chile;537
2020-03-21;no;Colombia;196
2020-03-21;no;Congo (Brazzaville);3
2020-03-21;no;Congo (Kinshasa);23
2020-03-21;no;Costa Rica;117
2020-03-21;no;Cote d'Ivoire;14
2020-03-21;no;Croatia;206
2020-03-21;no;Cuba;21
2020-03-21;no;Cyprus;84
2020-03-21;no;Czechia;995
2020-03-21;no;Denmark;1326
2020-03-21;no;Diamond Princess;712
2020-03-21;no;Djibouti;1
2020-03-21;no;Dominica;0
2020-03-21;no;Dominican Republic;112
2020-03-21;no;Ecuador;506
2020-03-21;no;Egypt;294
2020-03-21;no;El Salvador;3
2020-03-21;no;Equatorial Guinea;6
2020-03-21;no;Eritrea;1
2020-03-21;no;Estonia;306
2020-03-21;no;Eswatini;1
2020-03-21;no;Ethiopia;9
2020-03-21;no;Fiji;1
2020-03-21;no;Finland;523
2020-03-21;no;France;14282
2020-03-21;no;Gabon;4
2020-03-21;no;Gambia;1
2020-03-21;no;Georgia;49
2020-03-21;no;Germany;22213
2020-03-21;no;Ghana;19
2020-03-21;no;Greece;530
2020-03-21;no;Grenada;0
2020-03-21;no;Guatemala;17
2020-03-21;no;Guinea;2
2020-03-21;no;Guinea-Bissau;0
2020-03-21;no;Guyana;7
2020-03-21;no;Haiti;2
2020-03-21;no;Holy See;1
2020-03-21;no;Honduras;24
2020-03-21;no;Hungary;103
2020-03-21;no;Iceland;473
2020-03-21;no;India;330
2020-03-21;no;Indonesia;450
2020-03-21;no;Iran;20610
2020-03-21;no;Iraq;214
2020-03-21;no;Ireland;785
2020-03-21;no;Israel;712
2020-03-21;no;Italy;53578
2020-03-21;no;Jamaica;16
2020-03-21;no;Japan;1007
2020-03-21;no;Jordan;85
2020-03-21;no;Kazakhstan;53
2020-03-21;no;Kenya;7
2020-03-21;no;Korea, South;8799
2020-03-21;no;Kosovo;0
2020-03-21;no;Kuwait;176
2020-03-21;no;Kyrgyzstan;14
2020-03-21;no;Laos;0
2020-03-21;no;Latvia;124
2020-03-21;no;Lebanon;187
2020-03-21;no;Liberia;3
2020-03-21;no;Libya;0
2020-03-21;no;Liechtenstein;37
2020-03-21;no;Lithuania;83
2020-03-21;no;Luxembourg;670
2020-03-21;no;MS Zaandam;0
2020-03-21;no;Madagascar;3
2020-03-21;no;Malawi;0
2020-03-21;no;Malaysia;1183
2020-03-21;no;Maldives;13
2020-03-21;no;Mali;0
2020-03-21;no;Malta;73
2020-03-21;no;Mauritania;2
2020-03-21;no;Mauritius;14
2020-03-21;no;Mexico;203
2020-03-21;no;Moldova;80
2020-03-21;no;Monaco;11
2020-03-21;no;Mongolia;10
2020-03-21;no;Montenegro;14
2020-03-21;no;Morocco;96
2020-03-21;no;Mozambique;0
2020-03-21;no;Namibia;3
2020-03-21;no;Nepal;1
2020-03-21;no;Netherlands;3631
2020-03-21;no;New Zealand;52
2020-03-21;no;Nicaragua;2
2020-03-21;no;Niger;1
2020-03-21;no;Nigeria;22
2020-03-21;no;North Macedonia;85
2020-03-21;no;Norway;2118
2020-03-21;no;Oman;52
2020-03-21;no;Pakistan;730
2020-03-21;no;Panama;200
2020-03-21;no;Papua New Guinea;1
2020-03-21;no;Paraguay;18
2020-03-21;no;Peru;318
2020-03-21;no;Philippines;307
2020-03-21;no;Poland;536
2020-03-21;no;Portugal;1280
2020-03-21;no;Qatar;481
2020-03-21;no;Romania;367
2020-03-21;no;Russia;306
2020-03-21;no;Rwanda;17
2020-03-21;no;Saint Kitts and Nevis;0
2020-03-21;no;Saint Lucia;2
2020-03-21;no;Saint Vincent and the Grenadines;1
2020-03-21;no;San Marino;144
2020-03-21;no;Sao Tome and Principe;0
2020-03-21;no;Saudi Arabia;392
2020-03-21;no;Senegal;47
2020-03-21;no;Serbia;171
2020-03-21;no;Seychelles;7
2020-03-21;no;Sierra Leone;0
2020-03-21;no;Singapore;432
2020-03-21;no;Slovakia;178
2020-03-21;no;Slovenia;383
2020-03-21;no;Somalia;1
2020-03-21;no;South Africa;240
2020-03-21;no;South Sudan;0
2020-03-21;no;Spain;25374
2020-03-21;no;Sri Lanka;77
2020-03-21;no;Sudan;2
2020-03-21;no;Suriname;4
2020-03-21;no;Sweden;1763
2020-03-21;no;Switzerland;6575
2020-03-21;no;Syria;0
2020-03-21;no;Taiwan*;153
2020-03-21;no;Tanzania;6
2020-03-21;no;Thailand;411
2020-03-21;no;Timor-Leste;0
2020-03-21;no;Togo;16
2020-03-21;no;Trinidad and Tobago;49
2020-03-21;no;Tunisia;60
2020-03-21;no;Turkey;670
2020-03-21;no;US;25600
2020-03-21;no;Uganda;1
2020-03-21;no;Ukraine;47
2020-03-21;no;United Arab Emirates;153
2020-03-21;no;United Kingdom;5018
2020-03-21;no;Uruguay;110
2020-03-21;no;Uzbekistan;43
2020-03-21;no;Venezuela;70
2020-03-21;no;Vietnam;94
2020-03-21;no;West Bank and Gaza;48
2020-03-21;no;Western Sahara;0
2020-03-21;no;Yemen;0
2020-03-21;no;Zambia;2
2020-03-21;no;Zimbabwe;3
2020-03-22;Alberta;Canada;259
2020-03-22;Anguilla;United Kingdom;0
2020-03-22;Anhui;China;990
2020-03-22;Aruba;Netherlands;9
2020-03-22;Australian Capital Territory;Australia;19
2020-03-22;Beijing;China;522
2020-03-22;Bermuda;United Kingdom;6
2020-03-22;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-03-22;British Columbia;Canada;424
2020-03-22;British Virgin Islands;United Kingdom;0
2020-03-22;Cayman Islands;United Kingdom;3
2020-03-22;Channel Islands;United Kingdom;32
2020-03-22;Chongqing;China;577
2020-03-22;Curacao;Netherlands;3
2020-03-22;Diamond Princess;Canada;0
2020-03-22;Falkland Islands (Malvinas);United Kingdom;0
2020-03-22;Faroe Islands;Denmark;115
2020-03-22;French Guiana;France;18
2020-03-22;French Polynesia;France;18
2020-03-22;Fujian;China;313
2020-03-22;Gansu;China;136
2020-03-22;Gibraltar;United Kingdom;15
2020-03-22;Grand Princess;Canada;13
2020-03-22;Greenland;Denmark;4
2020-03-22;Guadeloupe;France;58
2020-03-22;Guangdong;China;1413
2020-03-22;Guangxi;China;254
2020-03-22;Guizhou;China;146
2020-03-22;Hainan;China;168
2020-03-22;Hebei;China;319
2020-03-22;Heilongjiang;China;484
2020-03-22;Henan;China;1274
2020-03-22;Hong Kong;China;317
2020-03-22;Hubei;China;67800
2020-03-22;Hunan;China;1018
2020-03-22;Inner Mongolia;China;75
2020-03-22;Isle of Man;United Kingdom;5
2020-03-22;Jiangsu;China;633
2020-03-22;Jiangxi;China;936
2020-03-22;Jilin;China;93
2020-03-22;Liaoning;China;127
2020-03-22;Macau;China;24
2020-03-22;Manitoba;Canada;20
2020-03-22;Martinique;France;44
2020-03-22;Mayotte;France;11
2020-03-22;Montserrat;United Kingdom;1
2020-03-22;New Brunswick;Canada;17
2020-03-22;New Caledonia;France;4
2020-03-22;New South Wales;Australia;669
2020-03-22;Newfoundland and Labrador;Canada;9
2020-03-22;Ningxia;China;75
2020-03-22;Northern Territory;Australia;5
2020-03-22;Northwest Territories;Canada;0
2020-03-22;Nova Scotia;Canada;28
2020-03-22;Ontario;Canada;425
2020-03-22;Prince Edward Island;Canada;3
2020-03-22;Qinghai;China;18
2020-03-22;Quebec;Canada;219
2020-03-22;Queensland;Australia;259
2020-03-22;Recovered;Canada;0
2020-03-22;Reunion;France;64
2020-03-22;Saint Barthelemy;France;3
2020-03-22;Saint Pierre and Miquelon;France;0
2020-03-22;Saskatchewan;Canada;52
2020-03-22;Shaanxi;China;248
2020-03-22;Shandong;China;767
2020-03-22;Shanghai;China;404
2020-03-22;Shanxi;China;133
2020-03-22;Sichuan;China;543
2020-03-22;Sint Maarten;Netherlands;1
2020-03-22;South Australia;Australia;100
2020-03-22;St Martin;France;5
2020-03-22;Tasmania;Australia;22
2020-03-22;Tianjin;China;137
2020-03-22;Tibet;China;1
2020-03-22;Turks and Caicos Islands;United Kingdom;0
2020-03-22;Victoria;Australia;355
2020-03-22;Western Australia;Australia;120
2020-03-22;Xinjiang;China;76
2020-03-22;Yukon;Canada;0
2020-03-22;Yunnan;China;176
2020-03-22;Zhejiang;China;1238
2020-03-22;no;Afghanistan;40
2020-03-22;no;Albania;89
2020-03-22;no;Algeria;201
2020-03-22;no;Andorra;113
2020-03-22;no;Angola;2
2020-03-22;no;Antigua and Barbuda;1
2020-03-22;no;Argentina;266
2020-03-22;no;Armenia;194
2020-03-22;no;Austria;3582
2020-03-22;no;Azerbaijan;65
2020-03-22;no;Bahamas;4
2020-03-22;no;Bahrain;334
2020-03-22;no;Bangladesh;27
2020-03-22;no;Barbados;14
2020-03-22;no;Belarus;76
2020-03-22;no;Belgium;3401
2020-03-22;no;Belize;0
2020-03-22;no;Benin;2
2020-03-22;no;Bhutan;2
2020-03-22;no;Bolivia;24
2020-03-22;no;Bosnia and Herzegovina;126
2020-03-22;no;Botswana;0
2020-03-22;no;Brazil;1546
2020-03-22;no;Brunei;88
2020-03-22;no;Bulgaria;187
2020-03-22;no;Burkina Faso;75
2020-03-22;no;Burma;0
2020-03-22;no;Burundi;0
2020-03-22;no;Cabo Verde;3
2020-03-22;no;Cambodia;84
2020-03-22;no;Cameroon;40
2020-03-22;no;Central African Republic;3
2020-03-22;no;Chad;1
2020-03-22;no;Chile;632
2020-03-22;no;Colombia;231
2020-03-22;no;Congo (Brazzaville);3
2020-03-22;no;Congo (Kinshasa);30
2020-03-22;no;Costa Rica;134
2020-03-22;no;Cote d'Ivoire;14
2020-03-22;no;Croatia;254
2020-03-22;no;Cuba;35
2020-03-22;no;Cyprus;95
2020-03-22;no;Czechia;1120
2020-03-22;no;Denmark;1395
2020-03-22;no;Diamond Princess;712
2020-03-22;no;Djibouti;1
2020-03-22;no;Dominica;1
2020-03-22;no;Dominican Republic;202
2020-03-22;no;Ecuador;789
2020-03-22;no;Egypt;327
2020-03-22;no;El Salvador;3
2020-03-22;no;Equatorial Guinea;6
2020-03-22;no;Eritrea;1
2020-03-22;no;Estonia;326
2020-03-22;no;Eswatini;4
2020-03-22;no;Ethiopia;11
2020-03-22;no;Fiji;2
2020-03-22;no;Finland;626
2020-03-22;no;France;16018
2020-03-22;no;Gabon;5
2020-03-22;no;Gambia;1
2020-03-22;no;Georgia;54
2020-03-22;no;Germany;24873
2020-03-22;no;Ghana;23
2020-03-22;no;Greece;624
2020-03-22;no;Grenada;1
2020-03-22;no;Guatemala;19
2020-03-22;no;Guinea;2
2020-03-22;no;Guinea-Bissau;0
2020-03-22;no;Guyana;19
2020-03-22;no;Haiti;2
2020-03-22;no;Holy See;1
2020-03-22;no;Honduras;26
2020-03-22;no;Hungary;131
2020-03-22;no;Iceland;568
2020-03-22;no;India;396
2020-03-22;no;Indonesia;514
2020-03-22;no;Iran;21638
2020-03-22;no;Iraq;233
2020-03-22;no;Ireland;906
2020-03-22;no;Israel;883
2020-03-22;no;Italy;59138
2020-03-22;no;Jamaica;19
2020-03-22;no;Japan;1101
2020-03-22;no;Jordan;112
2020-03-22;no;Kazakhstan;60
2020-03-22;no;Kenya;15
2020-03-22;no;Korea, South;8961
2020-03-22;no;Kosovo;0
2020-03-22;no;Kuwait;188
2020-03-22;no;Kyrgyzstan;14
2020-03-22;no;Laos;0
2020-03-22;no;Latvia;139
2020-03-22;no;Lebanon;248
2020-03-22;no;Liberia;3
2020-03-22;no;Libya;0
2020-03-22;no;Liechtenstein;37
2020-03-22;no;Lithuania;143
2020-03-22;no;Luxembourg;798
2020-03-22;no;MS Zaandam;0
2020-03-22;no;Madagascar;3
2020-03-22;no;Malawi;0
2020-03-22;no;Malaysia;1306
2020-03-22;no;Maldives;13
2020-03-22;no;Mali;0
2020-03-22;no;Malta;90
2020-03-22;no;Mauritania;2
2020-03-22;no;Mauritius;28
2020-03-22;no;Mexico;251
2020-03-22;no;Moldova;94
2020-03-22;no;Monaco;23
2020-03-22;no;Mongolia;10
2020-03-22;no;Montenegro;21
2020-03-22;no;Morocco;115
2020-03-22;no;Mozambique;1
2020-03-22;no;Namibia;3
2020-03-22;no;Nepal;1
2020-03-22;no;Netherlands;4204
2020-03-22;no;New Zealand;102
2020-03-22;no;Nicaragua;2
2020-03-22;no;Niger;2
2020-03-22;no;Nigeria;30
2020-03-22;no;North Macedonia;115
2020-03-22;no;Norway;2385
2020-03-22;no;Oman;55
2020-03-22;no;Pakistan;776
2020-03-22;no;Panama;313
2020-03-22;no;Papua New Guinea;1
2020-03-22;no;Paraguay;22
2020-03-22;no;Peru;363
2020-03-22;no;Philippines;380
2020-03-22;no;Poland;634
2020-03-22;no;Portugal;1600
2020-03-22;no;Qatar;494
2020-03-22;no;Romania;433
2020-03-22;no;Russia;367
2020-03-22;no;Rwanda;19
2020-03-22;no;Saint Kitts and Nevis;0
2020-03-22;no;Saint Lucia;2
2020-03-22;no;Saint Vincent and the Grenadines;1
2020-03-22;no;San Marino;175
2020-03-22;no;Sao Tome and Principe;0
2020-03-22;no;Saudi Arabia;511
2020-03-22;no;Senegal;67
2020-03-22;no;Serbia;222
2020-03-22;no;Seychelles;7
2020-03-22;no;Sierra Leone;0
2020-03-22;no;Singapore;455
2020-03-22;no;Slovakia;185
2020-03-22;no;Slovenia;414
2020-03-22;no;Somalia;1
2020-03-22;no;South Africa;274
2020-03-22;no;South Sudan;0
2020-03-22;no;Spain;28768
2020-03-22;no;Sri Lanka;82
2020-03-22;no;Sudan;2
2020-03-22;no;Suriname;5
2020-03-22;no;Sweden;1934
2020-03-22;no;Switzerland;7474
2020-03-22;no;Syria;1
2020-03-22;no;Taiwan*;169
2020-03-22;no;Tanzania;12
2020-03-22;no;Thailand;599
2020-03-22;no;Timor-Leste;1
2020-03-22;no;Togo;16
2020-03-22;no;Trinidad and Tobago;50
2020-03-22;no;Tunisia;75
2020-03-22;no;Turkey;1236
2020-03-22;no;US;33276
2020-03-22;no;Uganda;1
2020-03-22;no;Ukraine;73
2020-03-22;no;United Arab Emirates;153
2020-03-22;no;United Kingdom;5683
2020-03-22;no;Uruguay;158
2020-03-22;no;Uzbekistan;43
2020-03-22;no;Venezuela;70
2020-03-22;no;Vietnam;113
2020-03-22;no;West Bank and Gaza;52
2020-03-22;no;Western Sahara;0
2020-03-22;no;Yemen;0
2020-03-22;no;Zambia;3
2020-03-22;no;Zimbabwe;3
2020-03-23;Alberta;Canada;301
2020-03-23;Anguilla;United Kingdom;0
2020-03-23;Anhui;China;990
2020-03-23;Aruba;Netherlands;9
2020-03-23;Australian Capital Territory;Australia;32
2020-03-23;Beijing;China;537
2020-03-23;Bermuda;United Kingdom;6
2020-03-23;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-03-23;British Columbia;Canada;472
2020-03-23;British Virgin Islands;United Kingdom;0
2020-03-23;Cayman Islands;United Kingdom;5
2020-03-23;Channel Islands;United Kingdom;36
2020-03-23;Chongqing;China;578
2020-03-23;Curacao;Netherlands;4
2020-03-23;Diamond Princess;Canada;0
2020-03-23;Falkland Islands (Malvinas);United Kingdom;0
2020-03-23;Faroe Islands;Denmark;118
2020-03-23;French Guiana;France;20
2020-03-23;French Polynesia;France;18
2020-03-23;Fujian;China;313
2020-03-23;Gansu;China;136
2020-03-23;Gibraltar;United Kingdom;15
2020-03-23;Grand Princess;Canada;13
2020-03-23;Greenland;Denmark;4
2020-03-23;Guadeloupe;France;62
2020-03-23;Guangdong;China;1415
2020-03-23;Guangxi;China;254
2020-03-23;Guizhou;China;146
2020-03-23;Hainan;China;168
2020-03-23;Hebei;China;319
2020-03-23;Heilongjiang;China;484
2020-03-23;Henan;China;1274
2020-03-23;Hong Kong;China;356
2020-03-23;Hubei;China;67800
2020-03-23;Hunan;China;1018
2020-03-23;Inner Mongolia;China;75
2020-03-23;Isle of Man;United Kingdom;13
2020-03-23;Jiangsu;China;633
2020-03-23;Jiangxi;China;936
2020-03-23;Jilin;China;93
2020-03-23;Liaoning;China;127
2020-03-23;Macau;China;24
2020-03-23;Manitoba;Canada;20
2020-03-23;Martinique;France;53
2020-03-23;Mayotte;France;24
2020-03-23;Montserrat;United Kingdom;1
2020-03-23;New Brunswick;Canada;17
2020-03-23;New Caledonia;France;8
2020-03-23;New South Wales;Australia;669
2020-03-23;Newfoundland and Labrador;Canada;24
2020-03-23;Ningxia;China;75
2020-03-23;Northern Territory;Australia;5
2020-03-23;Northwest Territories;Canada;0
2020-03-23;Nova Scotia;Canada;41
2020-03-23;Ontario;Canada;503
2020-03-23;Prince Edward Island;Canada;3
2020-03-23;Qinghai;China;18
2020-03-23;Quebec;Canada;628
2020-03-23;Queensland;Australia;319
2020-03-23;Recovered;Canada;0
2020-03-23;Reunion;France;71
2020-03-23;Saint Barthelemy;France;3
2020-03-23;Saint Pierre and Miquelon;France;0
2020-03-23;Saskatchewan;Canada;66
2020-03-23;Shaanxi;China;248
2020-03-23;Shandong;China;768
2020-03-23;Shanghai;China;404
2020-03-23;Shanxi;China;134
2020-03-23;Sichuan;China;543
2020-03-23;Sint Maarten;Netherlands;2
2020-03-23;South Australia;Australia;134
2020-03-23;St Martin;France;8
2020-03-23;Tasmania;Australia;28
2020-03-23;Tianjin;China;141
2020-03-23;Tibet;China;1
2020-03-23;Turks and Caicos Islands;United Kingdom;0
2020-03-23;Victoria;Australia;355
2020-03-23;Western Australia;Australia;140
2020-03-23;Xinjiang;China;76
2020-03-23;Yukon;Canada;0
2020-03-23;Yunnan;China;176
2020-03-23;Zhejiang;China;1238
2020-03-23;no;Afghanistan;40
2020-03-23;no;Albania;104
2020-03-23;no;Algeria;230
2020-03-23;no;Andorra;133
2020-03-23;no;Angola;3
2020-03-23;no;Antigua and Barbuda;3
2020-03-23;no;Argentina;301
2020-03-23;no;Armenia;235
2020-03-23;no;Austria;4474
2020-03-23;no;Azerbaijan;72
2020-03-23;no;Bahamas;4
2020-03-23;no;Bahrain;377
2020-03-23;no;Bangladesh;33
2020-03-23;no;Barbados;17
2020-03-23;no;Belarus;81
2020-03-23;no;Belgium;3743
2020-03-23;no;Belize;1
2020-03-23;no;Benin;5
2020-03-23;no;Bhutan;2
2020-03-23;no;Bolivia;27
2020-03-23;no;Bosnia and Herzegovina;136
2020-03-23;no;Botswana;0
2020-03-23;no;Brazil;1924
2020-03-23;no;Brunei;91
2020-03-23;no;Bulgaria;201
2020-03-23;no;Burkina Faso;99
2020-03-23;no;Burma;0
2020-03-23;no;Burundi;0
2020-03-23;no;Cabo Verde;3
2020-03-23;no;Cambodia;87
2020-03-23;no;Cameroon;56
2020-03-23;no;Central African Republic;3
2020-03-23;no;Chad;1
2020-03-23;no;Chile;746
2020-03-23;no;Colombia;277
2020-03-23;no;Congo (Brazzaville);4
2020-03-23;no;Congo (Kinshasa);36
2020-03-23;no;Costa Rica;158
2020-03-23;no;Cote d'Ivoire;25
2020-03-23;no;Croatia;315
2020-03-23;no;Cuba;40
2020-03-23;no;Cyprus;116
2020-03-23;no;Czechia;1236
2020-03-23;no;Denmark;1450
2020-03-23;no;Diamond Princess;712
2020-03-23;no;Djibouti;3
2020-03-23;no;Dominica;2
2020-03-23;no;Dominican Republic;245
2020-03-23;no;Ecuador;981
2020-03-23;no;Egypt;366
2020-03-23;no;El Salvador;3
2020-03-23;no;Equatorial Guinea;9
2020-03-23;no;Eritrea;1
2020-03-23;no;Estonia;352
2020-03-23;no;Eswatini;4
2020-03-23;no;Ethiopia;11
2020-03-23;no;Fiji;3
2020-03-23;no;Finland;700
2020-03-23;no;France;19856
2020-03-23;no;Gabon;5
2020-03-23;no;Gambia;2
